#otu,P1-1,P1-2,P1-3,P2-1,P2-2,P2-3,P3-1,P3-2,P3-3
81e4d1a45df201988111068839281be7,0,0,2,0,0,0,0,0,0
da6a9013fb39be17149cc0c219f0411c,0,0,2,0,0,0,0,0,0
b7c177d6f1df154f1bbc29fc5af759ca,0,0,2,0,0,0,0,0,0
ec980a9b5a005414d4d043f64058feb4,0,0,2,0,0,0,0,0,0
c4c5ef5e6d55c1e9eed82a60d18d5653,0,0,2,0,0,0,0,0,0
ef231e980c0cb02dbdaa23fc100bed15,0,0,2,0,0,0,0,0,0
a46992e6125eb5f38b5bf3f36b69ff4a,0,0,2,0,0,0,0,0,0
2d894a64b249adfe4a0e824dd75bebbd,0,0,2,0,0,0,0,0,0
a3f6104343620571f08aed8ec23b8a13,0,0,2,0,0,0,0,0,0
69f5e50886a81100d0980bf6f9e9e45c,0,0,2,0,0,0,0,0,0
89a45da4f65860d71ced8c93512dc3cd,0,0,2,0,0,0,0,0,0
a6c18cdafac50f8720746e51135a102e,0,0,2,0,0,0,0,0,0
300251703e6bcc5ee503f4d322cb665a,0,0,2,0,0,0,0,0,0
fecb9900340b496144bdba53799f1568,0,0,2,0,0,0,0,0,0
947ff5a5a068c5ebd48ba9c929245a65,0,0,2,0,0,0,0,0,0
5d8a6041c6d1db426266f9334f964bc4,0,0,2,0,0,0,0,0,0
89e21f7e1c474f7234a52eddf088fe03,0,0,2,0,0,0,0,0,0
4d5959be6d13cb29c37016f3486e9e92,0,0,2,0,0,0,0,0,0
4bce1060919ee945cce34a34a2da0635,0,0,2,0,0,0,0,0,0
1ca6d721784aacda2caf985f2025d518,0,0,2,0,0,0,0,0,0
d17ad04273d74a531d398a15cb5f4aa1,0,0,2,0,0,0,0,0,0
db83bb80cd49259b4208f6afe605b7a3,0,0,2,0,0,0,0,0,0
8baba37c86025e58df56267713e6fa25,0,0,2,0,0,0,0,0,0
64873c985b54099a51bb3eac3ec83109,0,0,2,0,0,0,0,0,0
183ebf10f7d32a443c7d4bc9ec1671b2,0,0,2,0,0,0,0,0,0
fd5a25a153e2460183e22fbfc2c67494,0,0,0,2,0,0,0,0,0
d8ee26b380ce30942a6ce91d984f06b9,0,0,0,2,0,0,0,0,0
e69182b7fe3ae57fc2507e1e1795e23f,0,0,0,2,0,0,0,0,0
b0a704a56be4b6cd6eb2507d24dfee83,0,0,0,2,0,0,0,0,0
8696b49e16bfac0525902cda1f4cce98,0,0,0,2,0,0,0,0,0
3e40745ab1de52170122ddb1ea618865,0,0,0,2,0,0,0,0,0
49e980e99bb1156d28d0004108d18f60,0,0,0,2,0,0,0,0,0
922a1a2f198d471ac6250bccb675bb36,0,0,0,2,0,0,0,0,0
a4d50648fcf455ad0d7bd42c6892aa8b,0,0,0,2,0,0,0,0,0
213e91cd4e7f628ae7bd8d18d4dc8283,0,0,0,2,0,0,0,0,0
08ec16f234f15d5d5ee581e86344b536,0,0,0,2,0,0,0,0,0
17d8070ff851936ce13f4c978de21fb0,0,0,0,2,0,0,0,0,0
941f8f4772c582ba25084a1448270ce8,0,0,0,2,0,0,0,0,0
d681151d6dca7a649635acd55215672d,0,0,0,2,0,0,0,0,0
aa4ae870055eefdebb52db0c59174c66,0,0,0,2,0,0,0,0,0
177c6b88afc1b9602db1a7106702776e,0,0,0,2,0,0,0,0,0
5636fe2abf0784b439c541beac3e87e7,0,0,0,0,2,0,0,0,0
47464c9cca015decf5e41066b3bf65ae,0,0,0,0,2,0,0,0,0
87f3211d86a0eb87b24ad972fbd24a35,0,0,0,0,2,0,0,0,0
f22bf0285c1b0d63365de5ea09531db1,0,0,0,0,2,0,0,0,0
d5dd8eec666e31f721d43a42cfadbc7d,0,0,0,0,2,0,0,0,0
5041d29928c0ccd5146d79f54846ac31,0,0,0,0,2,0,0,0,0
950441a51020846ddc23bc7b7d8582c6,0,0,0,0,2,0,0,0,0
00a4975025f42148ff0f1808ebd0571b,0,0,0,0,2,0,0,0,0
c3e8137ea6530ceeb1dc69291c87ba4e,0,0,0,0,2,0,0,0,0
746015c1c559446d347b04c5938327f0,0,0,0,0,2,0,0,0,0
93bae540fd24b06d8969d2b704d7560c,0,0,0,0,2,0,0,0,0
951ff33b8733dbeb85b509d9a0df0bd9,0,0,0,0,2,0,0,0,0
d7bd2f5d7a67d96e2fa5767553aad059,0,0,0,0,0,2,0,0,0
ffd73692b0fa7d7fbb37fb708b26f933,0,0,0,0,0,2,0,0,0
b5c7f3174c337ac2e960550033c00925,0,0,0,0,0,2,0,0,0
89517996c3fddfafac6ae8ae04a676a2,0,0,0,0,0,0,2,0,0
73bb7f1391e09cada04090184794fb71,0,0,0,0,0,0,2,0,0
f8810d761b0fec56ba754041b8367fe7,0,0,0,0,0,0,2,0,0
4fa324f806f70c45282a00b3b401d6eb,0,0,0,0,0,0,2,0,0
129ed417ab7565f7ab48d0e4782a10af,0,0,0,0,0,0,2,0,0
78a8a8117ba6b99bfe0efd7508e67698,0,0,0,0,0,0,2,0,0
07025f2ca4e7bbf3d107c9c293652296,0,0,0,0,0,0,2,0,0
264985cfcab8637e2bf7835fc17ce37c,0,0,0,0,0,0,2,0,0
613d6fea84651b11bd1ef91ebf507bc5,0,0,0,0,0,0,2,0,0
ee5a2c551512568bda138269116b3780,0,0,0,0,0,0,2,0,0
47ae14d39f42ebbb4f13024bc072d19e,0,0,0,0,0,0,2,0,0
e6d9a66f07f9fc6745e7e8821966dd5e,0,0,0,0,0,0,0,2,0
ee49b580d483533f8496c051f725a00c,0,0,0,0,0,0,0,2,0
7d17c9f7f77e4ddcbc279b52b619faa4,0,0,0,0,0,0,0,2,0
e27347b513919c50e1aeafd5059e0640,0,0,0,0,0,0,0,2,0
f873ebd7ddb0ac2d0e5da64600a47d69,0,0,0,0,0,0,0,2,0
2485f3940b9d8f78e4e15a69e775ddd0,0,0,0,0,0,0,0,2,0
a99b1db62028a85d2a8b1932251adb26,0,0,0,0,0,0,0,2,0
71c74bc1cb8dcb6ea50901dde577a790,0,0,0,0,0,0,0,0,2
f7d3343ae55b068f683a13fe2dfd5594,0,0,0,0,0,0,0,0,2
49937aab3aa2b26c10cb2da9518a9a26,0,0,0,0,0,0,0,0,2
caf2fc1c789e26528f335c0339da570a,0,0,0,0,0,0,0,0,2
ebb072e0ba9dfc8da97caeb21d120050,0,0,0,0,0,0,0,0,2
69b8274d55cb79e124d469b6cfbb4b8f,0,0,0,0,0,0,0,0,2
fc11637dc1c0e288fa8026ecdae9b2f6,0,0,0,0,0,0,0,0,2
98bf9528cbfd9a2aed787ea99e577615,0,0,0,0,0,0,0,0,2
04c5957714575d00e8132521448fa7e8,0,0,0,0,0,0,0,0,2
c5b83caeca5853d2ad7b90a587c98139,0,0,0,0,0,0,0,0,2
fcf769718d56a5de4ca004471d2687ef,0,0,0,0,0,0,0,0,2
09982425e6e549e72a2d2cb273aa8959,0,0,0,0,0,0,0,0,2
